date,increase,decrease,diff,score
2022-06-16,1,2,-1,-0.3333333333333333
2022-06-17,1,0,1,1.0
2022-06-18,1,1,0,0.0
2022-06-19,2,3,-1,-0.2
2022-06-20,4,2,2,0.3333333333333333
2022-06-21,2,1,1,0.3333333333333333
2022-06-22,2,0,2,1.0
2022-06-23,3,0,3,1.0
2022-06-24,5,0,5,1.0
2022-06-25,1,0,1,1.0
2022-06-27,3,2,1,0.2
2022-06-28,2,3,-1,-0.2
2022-06-29,2,3,-1,-0.2
2022-06-30,2,1,1,0.3333333333333333
2022-07-01,1,0,1,1.0
2022-07-02,1,0,1,1.0
2022-07-03,1,3,-2,-0.5
2022-07-04,2,0,2,1.0
2022-07-05,2,2,0,0.0
2022-07-06,1,2,-1,-0.3333333333333333
2022-07-07,0,3,-3,-1.0
2022-07-09,0,1,-1,-1.0
2022-07-10,1,0,1,1.0
2022-07-11,2,1,1,0.3333333333333333
2022-07-12,0,2,-2,-1.0
2022-07-13,1,1,0,0.0
2022-07-14,1,1,0,0.0
2022-07-15,3,0,3,1.0
2022-07-16,2,1,1,0.3333333333333333
2022-07-18,2,0,2,1.0
2022-07-19,3,0,3,1.0
2022-07-20,0,3,-3,-1.0
2022-07-21,0,4,-4,-1.0
2022-07-22,2,0,2,1.0
2022-07-23,1,1,0,0.0
2022-07-24,1,2,-1,-0.3333333333333333
2022-07-25,1,1,0,0.0
2022-07-26,2,1,1,0.3333333333333333
2022-07-27,2,0,2,1.0
2022-07-28,2,0,2,1.0
2022-07-29,1,0,1,1.0
2022-07-30,3,0,3,1.0
2022-07-31,1,0,1,1.0
2022-08-01,1,0,1,1.0
2022-08-02,2,0,2,1.0
2022-08-03,2,1,1,0.3333333333333333
2022-08-04,1,1,0,0.0
2022-08-05,2,0,2,1.0
2022-08-06,1,0,1,1.0
2022-08-07,1,1,0,0.0
2022-08-08,3,0,3,1.0
2022-08-09,3,3,0,0.0
2022-08-10,1,1,0,0.0
2022-08-11,3,0,3,1.0
2022-08-12,0,1,-1,-1.0
2022-08-13,0,1,-1,-1.0
2022-08-14,1,1,0,0.0
2022-08-15,2,0,2,1.0
2022-08-16,8,1,7,0.7777777777777778
2022-08-17,1,1,0,0.0
2022-08-18,3,2,1,0.2
2022-08-19,0,3,-3,-1.0
2022-08-20,3,0,3,1.0
2022-08-21,1,1,0,0.0
2022-08-22,1,1,0,0.0
2022-08-23,1,1,0,0.0
2022-08-24,2,0,2,1.0
2022-08-25,2,0,2,1.0
2022-08-26,0,0,0,NaN
2022-08-27,3,1,2,0.5
2022-08-28,0,2,-2,-1.0
2022-08-29,1,1,0,0.0
2022-08-31,2,0,2,1.0
2022-09-02,0,2,-2,-1.0
2022-09-04,2,0,2,1.0
2022-09-07,3,0,3,1.0
2022-09-08,0,1,-1,-1.0
2022-09-09,3,0,3,1.0
2022-09-10,2,2,0,0.0
2022-09-11,1,0,1,1.0
2022-09-12,3,0,3,1.0
2022-09-13,1,1,0,0.0
2022-09-14,2,0,2,1.0
2022-09-15,2,1,1,0.3333333333333333
2022-09-16,1,2,-1,-0.3333333333333333
2022-09-18,2,0,2,1.0
2022-09-19,1,1,0,0.0
2022-09-20,0,2,-2,-1.0
2022-09-21,4,0,4,1.0
2022-09-22,1,0,1,1.0
2022-09-23,5,0,5,1.0
2022-09-24,1,0,1,1.0
2022-09-25,0,1,-1,-1.0
2022-09-26,0,1,-1,-1.0
2022-09-27,3,2,1,0.2
2022-09-28,0,1,-1,-1.0
2022-09-29,0,0,0,NaN
2022-09-30,1,0,1,1.0
2022-10-01,2,1,1,0.3333333333333333
2022-10-02,2,0,2,1.0
2022-10-03,1,1,0,0.0
2022-10-04,2,2,0,0.0
2022-10-05,0,0,0,NaN
2022-10-06,1,0,1,1.0
2022-10-07,3,1,2,0.5
2022-10-08,1,0,1,1.0
2022-10-09,3,2,1,0.2
2022-10-10,4,0,4,1.0
2022-10-11,1,1,0,0.0
2022-10-12,0,1,-1,-1.0
2022-10-13,2,0,2,1.0
2022-10-14,0,1,-1,-1.0
2022-10-16,2,2,0,0.0
2022-10-17,2,1,1,0.3333333333333333
2022-10-19,1,0,1,1.0
2022-10-20,0,0,0,NaN
2022-10-21,1,0,1,1.0
2022-10-23,2,0,2,1.0
2022-10-24,0,1,-1,-1.0
2022-10-25,1,0,1,1.0
2022-10-26,1,0,1,1.0
2022-10-27,5,0,5,1.0
2022-10-28,0,1,-1,-1.0
2022-10-29,2,0,2,1.0
2022-10-30,2,0,2,1.0
2022-10-31,2,1,1,0.3333333333333333
2022-11-01,1,0,1,1.0
2022-11-02,3,1,2,0.5
2022-11-03,2,1,1,0.3333333333333333
2022-11-04,1,1,0,0.0
2022-11-07,2,0,2,1.0
2022-11-08,2,5,-3,-0.42857142857142855
2022-11-09,3,3,0,0.0
2022-11-10,1,2,-1,-0.3333333333333333
2022-11-11,2,3,-1,-0.2
2022-11-12,3,0,3,1.0
2022-11-13,1,4,-3,-0.6
2022-11-14,5,1,4,0.6666666666666666
2022-11-15,1,0,1,1.0
2022-11-16,1,1,0,0.0
2022-11-17,0,2,-2,-1.0
2022-11-18,2,3,-1,-0.2
2022-11-19,1,2,-1,-0.3333333333333333
2022-11-20,1,4,-3,-0.6
2022-11-21,4,3,1,0.14285714285714285
2022-11-22,2,2,0,0.0
2022-11-23,1,2,-1,-0.3333333333333333
2022-11-24,3,1,2,0.5
2022-11-25,3,2,1,0.2
2022-11-26,1,1,0,0.0
2022-11-27,1,1,0,0.0
2022-11-28,0,3,-3,-1.0
2022-11-29,3,1,2,0.5
2022-11-30,2,0,2,1.0
2022-12-01,2,1,1,0.3333333333333333
2022-12-05,3,0,3,1.0
2022-12-06,1,2,-1,-0.3333333333333333
2022-12-07,1,1,0,0.0
2022-12-08,2,0,2,1.0
2022-12-09,1,0,1,1.0
2022-12-10,1,1,0,0.0
2022-12-11,0,1,-1,-1.0
2022-12-12,2,0,2,1.0
2022-12-13,0,2,-2,-1.0
2022-12-15,5,0,5,1.0
2022-12-16,1,3,-2,-0.5
2022-12-17,1,1,0,0.0
2022-12-18,2,0,2,1.0
2022-12-19,1,0,1,1.0
2022-12-20,0,0,0,NaN
2022-12-21,0,1,-1,-1.0
2022-12-22,2,0,2,1.0
2022-12-23,1,1,0,0.0
2022-12-24,2,0,2,1.0
2022-12-25,1,2,-1,-0.3333333333333333
2022-12-29,0,1,-1,-1.0
2023-01-01,0,0,0,NaN
2023-01-02,0,1,-1,-1.0
2023-01-03,1,0,1,1.0
2023-01-05,1,0,1,1.0
2023-01-06,1,1,0,0.0
2023-01-08,0,0,0,NaN
2023-01-09,2,1,1,0.3333333333333333
2023-01-12,1,0,1,1.0
2023-01-14,3,0,3,1.0
2023-01-15,1,1,0,0.0
2023-01-16,2,0,2,1.0
2023-01-17,0,0,0,NaN
2023-01-18,0,1,-1,-1.0
2023-01-19,0,1,-1,-1.0
2023-01-20,2,1,1,0.3333333333333333
2023-01-21,2,1,1,0.3333333333333333
2023-01-22,0,0,0,NaN
2023-01-23,2,0,2,1.0
2023-01-24,0,1,-1,-1.0
2023-01-25,1,1,0,0.0
2023-01-26,2,1,1,0.3333333333333333
2023-01-27,0,1,-1,-1.0
2023-02-01,0,0,0,NaN
2023-02-03,2,1,1,0.3333333333333333
2023-02-04,0,1,-1,-1.0
2023-02-05,3,0,3,1.0
2023-02-06,1,1,0,0.0
2023-02-07,2,1,1,0.3333333333333333
2023-02-08,0,1,-1,-1.0
2023-02-09,0,1,-1,-1.0
2023-02-11,2,1,1,0.3333333333333333
2023-02-12,1,0,1,1.0
2023-02-13,1,1,0,0.0
2023-02-14,0,1,-1,-1.0
2023-02-15,2,1,1,0.3333333333333333
2023-02-16,2,0,2,1.0
2023-02-17,1,0,1,1.0
2023-02-18,1,0,1,1.0
2023-02-19,0,1,-1,-1.0
2023-02-20,1,1,0,0.0
2023-02-21,0,0,0,NaN
2023-02-23,1,0,1,1.0
2023-02-26,1,0,1,1.0
2023-02-27,2,0,2,1.0
2023-02-28,1,0,1,1.0
2023-03-02,1,0,1,1.0
2023-03-04,1,0,1,1.0
2023-03-05,0,2,-2,-1.0
2023-03-06,1,0,1,1.0
2023-03-07,0,1,-1,-1.0
2023-03-08,0,1,-1,-1.0
2023-03-09,3,1,2,0.5
2023-03-10,0,3,-3,-1.0
2023-03-11,1,0,1,1.0
2023-03-12,1,0,1,1.0
2023-03-13,2,1,1,0.3333333333333333
2023-03-15,1,0,1,1.0
2023-03-18,0,1,-1,-1.0
2023-03-20,2,0,2,1.0
2023-03-21,1,0,1,1.0
2023-03-22,3,1,2,0.5
2023-03-23,3,1,2,0.5
2023-03-24,2,1,1,0.3333333333333333
2023-03-26,1,0,1,1.0
2023-03-27,1,1,0,0.0
2023-03-29,1,0,1,1.0
2023-03-31,1,0,1,1.0
2023-04-01,1,0,1,1.0
2023-04-03,0,0,0,NaN
2023-04-05,1,0,1,1.0
2023-04-07,1,0,1,1.0
2023-04-09,1,0,1,1.0
2023-04-10,1,0,1,1.0
2023-04-11,1,0,1,1.0
2023-04-13,0,1,-1,-1.0
2023-04-14,1,0,1,1.0
2023-04-16,2,0,2,1.0
2023-04-17,0,1,-1,-1.0
2023-04-18,2,1,1,0.3333333333333333
2023-04-19,1,0,1,1.0
2023-04-21,1,0,1,1.0
2023-04-22,1,0,1,1.0
2023-04-23,1,1,0,0.0
2023-04-24,1,0,1,1.0
2023-04-27,1,0,1,1.0
2023-04-28,2,0,2,1.0
2023-04-29,1,0,1,1.0
2023-04-30,3,0,3,1.0
2023-05-01,2,0,2,1.0
2023-05-02,0,1,-1,-1.0
2023-05-03,4,1,3,0.6
2023-05-04,2,0,2,1.0
2023-05-05,2,0,2,1.0
2023-05-06,0,0,0,NaN
2023-05-07,1,0,1,1.0
2023-05-09,1,0,1,1.0
2023-05-10,1,2,-1,-0.3333333333333333
2023-05-11,1,0,1,1.0
2023-05-12,1,1,0,0.0
2023-05-14,1,0,1,1.0
2023-05-15,1,3,-2,-0.5
2023-05-16,1,0,1,1.0
2023-05-17,4,0,4,1.0
2023-05-19,1,0,1,1.0
2023-05-20,1,0,1,1.0
2023-05-21,0,1,-1,-1.0
2023-05-23,2,1,1,0.3333333333333333
2023-05-24,2,0,2,1.0
2023-05-25,0,2,-2,-1.0
2023-05-26,3,0,3,1.0
2023-05-28,2,1,1,0.3333333333333333
2023-05-29,3,0,3,1.0
2023-05-30,2,1,1,0.3333333333333333
2023-05-31,2,2,0,0.0
2023-06-01,1,0,1,1.0
2023-06-02,2,0,2,1.0
2023-06-03,1,0,1,1.0
2023-06-04,5,0,5,1.0
2023-06-06,2,1,1,0.3333333333333333
2023-06-07,2,1,1,0.3333333333333333
2023-06-08,4,0,4,1.0
2023-06-09,1,0,1,1.0
2023-06-11,2,0,2,1.0
2023-06-12,2,1,1,0.3333333333333333
2023-06-13,0,1,-1,-1.0
2023-06-14,2,0,2,1.0
2023-06-15,5,3,2,0.25
2023-06-16,2,1,1,0.3333333333333333
2023-06-17,2,0,2,1.0
2023-06-18,3,0,3,1.0
2023-06-19,1,1,0,0.0
2023-06-20,7,0,7,1.0
2023-06-21,9,1,8,0.8
2023-06-22,12,1,11,0.8461538461538461
2023-06-23,11,1,10,0.8333333333333334
2023-06-24,6,2,4,0.5
2023-06-25,4,0,4,1.0
2023-06-26,7,1,6,0.75
2023-06-27,9,1,8,0.8
2023-06-28,1,3,-2,-0.5
2023-06-29,3,1,2,0.5
2023-06-30,8,6,2,0.14285714285714285
2023-07-01,3,0,3,1.0
2023-07-02,6,2,4,0.5
2023-07-03,9,3,6,0.5
2023-07-04,2,0,2,1.0
2023-07-05,4,2,2,0.3333333333333333
2023-07-06,12,0,12,1.0
2023-07-07,7,7,0,0.0
2023-07-08,1,2,-1,-0.3333333333333333
2023-07-09,1,0,1,1.0
2023-07-10,9,3,6,0.5
2023-07-11,5,1,4,0.6666666666666666
2023-07-12,8,0,8,1.0
2023-07-13,9,4,5,0.38461538461538464
2023-07-14,6,3,3,0.3333333333333333
2023-07-15,2,0,2,1.0
2023-07-16,1,2,-1,-0.3333333333333333
2023-07-17,10,5,5,0.3333333333333333
2023-07-18,5,4,1,0.1111111111111111
2023-07-19,8,1,7,0.7777777777777778
2023-07-20,3,3,0,0.0
2023-07-21,4,4,0,0.0
2023-07-22,4,0,4,1.0
2023-07-23,4,0,4,1.0
2023-07-24,1,3,-2,-0.5
2023-07-25,8,2,6,0.6
2023-07-26,3,3,0,0.0
2023-07-27,5,2,3,0.42857142857142855
2023-07-28,3,1,2,0.5
2023-07-29,2,1,1,0.3333333333333333
2023-07-30,1,2,-1,-0.3333333333333333
2023-07-31,13,3,10,0.625
2023-08-01,3,5,-2,-0.25
2023-08-02,3,5,-2,-0.25
2023-08-03,5,3,2,0.25
2023-08-04,5,1,4,0.6666666666666666
2023-08-05,3,2,1,0.2
2023-08-06,3,1,2,0.5
2023-08-07,7,5,2,0.16666666666666666
2023-08-08,6,1,5,0.7142857142857143
2023-08-09,2,1,1,0.3333333333333333
2023-08-10,4,2,2,0.3333333333333333
2023-08-11,6,4,2,0.2
2023-08-12,6,2,4,0.5
2023-08-13,3,1,2,0.5
2023-08-14,6,3,3,0.3333333333333333
2023-08-15,5,1,4,0.6666666666666666
2023-08-16,9,4,5,0.38461538461538464
2023-08-17,8,9,-1,-0.058823529411764705
2023-08-18,2,9,-7,-0.6363636363636364
2023-08-19,1,3,-2,-0.5
2023-08-20,5,2,3,0.42857142857142855
2023-08-21,6,2,4,0.5
2023-08-22,5,2,3,0.42857142857142855
2023-08-23,2,2,0,0.0
2023-08-24,11,0,11,1.0
2023-08-25,2,2,0,0.0
2023-08-26,2,0,2,1.0
2023-08-27,4,0,4,1.0
2023-08-28,5,3,2,0.25
2023-08-29,6,3,3,0.3333333333333333
2023-08-30,13,3,10,0.625
2023-08-31,6,2,4,0.5
2023-09-01,4,8,-4,-0.3333333333333333
2023-09-02,1,3,-2,-0.5
2023-09-03,0,1,-1,-1.0
2023-09-04,5,2,3,0.42857142857142855
2023-09-05,4,2,2,0.3333333333333333
2023-09-06,7,2,5,0.5555555555555556
2023-09-07,1,4,-3,-0.6
2023-09-08,10,3,7,0.5384615384615384
2023-09-09,0,2,-2,-1.0
2023-09-10,2,1,1,0.3333333333333333
2023-09-11,4,9,-5,-0.38461538461538464
2023-09-12,7,2,5,0.5555555555555556
2023-09-13,6,2,4,0.5
2023-09-14,9,2,7,0.6363636363636364
2023-09-15,12,3,9,0.6
2023-09-16,8,0,8,1.0
2023-09-17,2,0,2,1.0
2023-09-18,15,0,15,1.0
2023-09-19,6,1,5,0.7142857142857143
2023-09-20,9,3,6,0.5
2023-09-21,13,4,9,0.5294117647058824
2023-09-22,5,6,-1,-0.09090909090909091
2023-09-23,2,1,1,0.3333333333333333
2023-09-24,2,2,0,0.0
2023-09-25,7,7,0,0.0
2023-09-26,11,5,6,0.375
2023-09-27,10,2,8,0.6666666666666666
2023-09-28,15,2,13,0.7647058823529411
2023-09-29,12,1,11,0.8461538461538461
2023-09-30,9,2,7,0.6363636363636364
2023-10-01,9,2,7,0.6363636363636364
2023-10-02,14,3,11,0.6470588235294118
2023-10-03,10,8,2,0.1111111111111111
2023-10-04,12,5,7,0.4117647058823529
2023-10-05,12,2,10,0.7142857142857143
2023-10-06,9,4,5,0.38461538461538464
2023-10-07,7,3,4,0.4
2023-10-08,4,1,3,0.6
2023-10-09,6,7,-1,-0.07692307692307693
2023-10-10,5,4,1,0.1111111111111111
2023-10-11,8,7,1,0.06666666666666667
2023-10-12,4,5,-1,-0.1111111111111111
2023-10-13,8,5,3,0.23076923076923078
2023-10-14,4,1,3,0.6
2023-10-15,4,0,4,1.0
2023-10-16,20,3,17,0.7391304347826086
2023-10-17,9,2,7,0.6363636363636364
2023-10-18,16,5,11,0.5238095238095238
2023-10-19,11,7,4,0.2222222222222222
2023-10-20,16,0,16,1.0
2023-10-21,10,3,7,0.5384615384615384
2023-10-22,9,3,6,0.5
2023-10-23,20,2,18,0.8181818181818182
2023-10-24,9,4,5,0.38461538461538464
2023-10-25,11,6,5,0.29411764705882354
2023-10-26,16,0,16,1.0
2023-10-27,11,3,8,0.5714285714285714
2023-10-28,12,3,9,0.6
2023-10-29,11,0,11,1.0
2023-10-30,16,1,15,0.8823529411764706
2023-10-31,15,5,10,0.5
2023-11-01,14,3,11,0.6470588235294118
2023-11-02,19,3,16,0.7272727272727273
2023-11-03,11,8,3,0.15789473684210525
2023-11-04,10,1,9,0.8181818181818182
2023-11-05,5,3,2,0.25
2023-11-06,14,6,8,0.4
2023-11-07,13,8,5,0.23809523809523808
2023-11-08,18,3,15,0.7142857142857143
2023-11-09,16,2,14,0.7777777777777778
2023-11-10,11,5,6,0.375
2023-11-11,9,0,9,1.0
2023-11-12,13,2,11,0.7333333333333333
2023-11-13,18,4,14,0.6363636363636364
2023-11-14,11,7,4,0.2222222222222222
2023-11-15,13,10,3,0.13043478260869565
2023-11-16,36,3,33,0.8461538461538461
2023-11-17,27,10,17,0.4594594594594595
2023-11-18,10,1,9,0.8181818181818182
2023-11-19,8,0,8,1.0
2023-11-20,23,1,22,0.9166666666666666
2023-11-21,19,2,17,0.8095238095238095
2023-11-22,24,6,18,0.6
2023-11-23,19,5,14,0.5833333333333334
2023-11-24,14,3,11,0.6470588235294118
2023-11-25,8,1,7,0.7777777777777778
2023-11-26,7,1,6,0.75
2023-11-27,19,14,5,0.15151515151515152
2023-11-28,33,9,24,0.5714285714285714
2023-11-29,37,6,31,0.7209302325581395
2023-11-30,26,7,19,0.5757575757575758
2023-12-01,31,7,24,0.631578947368421
2023-12-02,19,3,16,0.7272727272727273
2023-12-03,18,1,17,0.8947368421052632
2023-12-04,47,3,44,0.88
2023-12-05,53,6,47,0.7966101694915254
2023-12-06,89,12,77,0.7623762376237624
2023-12-07,158,34,124,0.6458333333333334
2023-12-08,12,8,4,0.2
2023-12-09,9,0,9,1.0
2023-12-10,3,1,2,0.5
2023-12-11,4,3,1,0.14285714285714285
2023-12-12,7,5,2,0.16666666666666666
2023-12-13,10,1,9,0.8181818181818182
2023-12-14,11,1,10,0.8333333333333334
2023-12-15,3,4,-1,-0.14285714285714285
2023-12-16,3,0,3,1.0
2023-12-17,2,0,2,1.0
2023-12-18,4,5,-1,-0.1111111111111111
2023-12-19,6,1,5,0.7142857142857143
2023-12-20,7,1,6,0.75
2023-12-21,9,0,9,1.0
2023-12-22,5,1,4,0.6666666666666666
2023-12-23,1,3,-2,-0.5
2023-12-24,1,0,1,1.0
2023-12-25,6,1,5,0.7142857142857143
2023-12-26,4,3,1,0.14285714285714285
2023-12-27,7,3,4,0.4
2023-12-28,16,2,14,0.7777777777777778
2023-12-29,6,2,4,0.5
2023-12-30,6,4,2,0.2
2023-12-31,1,1,0,0.0
2024-01-01,8,3,5,0.45454545454545453
2024-01-02,9,1,8,0.8
2024-01-03,9,6,3,0.2
2024-01-04,6,1,5,0.7142857142857143
2024-01-05,10,2,8,0.6666666666666666
2024-01-06,6,0,6,1.0
2024-01-07,5,1,4,0.6666666666666666
2024-01-08,5,2,3,0.42857142857142855
2024-01-09,9,3,6,0.5
2024-01-10,18,10,8,0.2857142857142857
2024-01-11,20,3,17,0.7391304347826086
2024-01-12,8,10,-2,-0.1111111111111111
2024-01-13,3,3,0,0.0
2024-01-14,1,6,-5,-0.7142857142857143
2024-01-15,6,1,5,0.7142857142857143
2024-01-16,7,1,6,0.75
2024-01-17,7,6,1,0.07692307692307693
2024-01-18,9,9,0,0.0
2024-01-19,5,6,-1,-0.09090909090909091
2024-01-20,10,2,8,0.6666666666666666
2024-01-21,7,2,5,0.5555555555555556
2024-01-22,12,9,3,0.14285714285714285
2024-01-23,18,18,0,0.0
2024-01-24,28,13,15,0.36585365853658536
2024-01-25,16,7,9,0.391304347826087
2024-01-26,25,15,10,0.25
2024-01-27,9,1,8,0.8
2024-01-28,14,5,9,0.47368421052631576
2024-01-29,19,6,13,0.52
2024-01-30,25,9,16,0.47058823529411764
2024-01-31,19,7,12,0.46153846153846156
2024-02-01,16,5,11,0.5238095238095238
2024-02-02,9,4,5,0.38461538461538464
2024-02-03,7,3,4,0.4
2024-02-04,4,5,-1,-0.1111111111111111
2024-02-05,19,1,18,0.9
2024-02-06,14,8,6,0.2727272727272727
2024-02-07,17,4,13,0.6190476190476191
2024-02-08,15,0,15,1.0
2024-02-09,17,1,16,0.8888888888888888
2024-02-10,10,0,10,1.0
2024-02-11,5,1,4,0.6666666666666666
2024-02-12,15,1,14,0.875
2024-02-13,21,2,19,0.8260869565217391
2024-02-14,21,5,16,0.6153846153846154
2024-02-15,20,2,18,0.8181818181818182
2024-02-16,16,5,11,0.5238095238095238
2024-02-17,7,6,1,0.07692307692307693
2024-02-18,8,2,6,0.6
2024-02-19,17,2,15,0.7894736842105263
2024-02-20,19,3,16,0.7272727272727273
2024-02-21,11,5,6,0.375
2024-02-22,13,6,7,0.3684210526315789
2024-02-23,16,5,11,0.5238095238095238
2024-02-24,11,2,9,0.6923076923076923
2024-02-25,7,1,6,0.75
2024-02-26,18,4,14,0.6363636363636364
2024-02-27,34,4,30,0.7894736842105263
2024-02-28,28,4,24,0.75
2024-02-29,25,5,20,0.6666666666666666
2024-03-01,15,5,10,0.5
2024-03-02,8,0,8,1.0
2024-03-03,5,1,4,0.6666666666666666
2024-03-04,21,0,21,1.0
2024-03-05,22,9,13,0.41935483870967744
2024-03-06,20,10,10,0.3333333333333333
2024-03-07,14,1,13,0.8666666666666667
2024-03-08,15,1,14,0.875
2024-03-09,7,0,7,1.0
2024-03-10,10,1,9,0.8181818181818182
2024-03-11,30,0,30,1.0
2024-03-12,15,2,13,0.7647058823529411
2024-03-13,16,6,10,0.45454545454545453
2024-03-14,11,6,5,0.29411764705882354
2024-03-15,6,13,-7,-0.3684210526315789
2024-03-16,9,1,8,0.8
2024-03-17,6,1,5,0.7142857142857143
2024-03-18,14,2,12,0.75
2024-03-19,10,10,0,0.0
2024-03-20,12,9,3,0.14285714285714285
2024-03-21,13,4,9,0.5294117647058824
2024-03-22,17,8,9,0.36
2024-03-23,7,1,6,0.75
2024-03-24,3,1,2,0.5
2024-03-25,27,1,26,0.9285714285714286
2024-03-26,25,3,22,0.7857142857142857
2024-03-27,18,6,12,0.5
2024-03-28,25,1,24,0.9230769230769231
2024-03-29,8,1,7,0.7777777777777778
2024-03-30,4,1,3,0.6
2024-03-31,4,0,4,1.0
2024-04-01,15,4,11,0.5789473684210527
2024-04-02,14,8,6,0.2727272727272727
2024-04-03,25,17,8,0.19047619047619047
2024-04-04,23,7,16,0.5333333333333333
2024-04-05,16,3,13,0.6842105263157895
2024-04-06,7,0,7,1.0
2024-04-07,10,2,8,0.6666666666666666
2024-04-08,22,2,20,0.8333333333333334
2024-04-09,17,3,14,0.7
2024-04-10,14,13,1,0.037037037037037035
2024-04-11,24,3,21,0.7777777777777778
2024-04-12,15,6,9,0.42857142857142855
2024-04-13,3,1,2,0.5
2024-04-14,4,2,2,0.3333333333333333
2024-04-15,25,7,18,0.5625
2024-04-16,14,11,3,0.12
2024-04-17,18,5,13,0.5652173913043478
2024-04-18,18,4,14,0.6363636363636364
2024-04-19,17,6,11,0.4782608695652174
2024-04-20,11,1,10,0.8333333333333334
2024-04-21,10,1,9,0.8181818181818182
2024-04-22,24,4,20,0.7142857142857143
2024-04-23,17,5,12,0.5454545454545454
2024-04-24,25,3,22,0.7857142857142857
2024-04-25,12,15,-3,-0.1111111111111111
2024-04-26,18,8,10,0.38461538461538464
2024-04-27,10,4,6,0.42857142857142855
2024-04-28,7,0,7,1.0
2024-04-29,19,9,10,0.35714285714285715
2024-04-30,20,10,10,0.3333333333333333
2024-05-01,10,16,-6,-0.23076923076923078
2024-05-02,10,12,-2,-0.09090909090909091
2024-05-03,21,11,10,0.3125
2024-05-04,6,2,4,0.5
2024-05-05,9,2,7,0.6363636363636364
2024-05-06,16,5,11,0.5238095238095238
2024-05-07,21,2,19,0.8260869565217391
2024-05-08,14,9,5,0.21739130434782608
2024-05-09,14,7,7,0.3333333333333333
2024-05-10,23,9,14,0.4375
2024-05-11,6,3,3,0.3333333333333333
2024-05-12,4,3,1,0.14285714285714285
2024-05-13,20,6,14,0.5384615384615384
2024-05-14,15,5,10,0.5
2024-05-15,25,5,20,0.6666666666666666
2024-05-16,15,6,9,0.42857142857142855
2024-05-17,23,2,21,0.84
2024-05-18,10,3,7,0.5384615384615384
2024-05-19,11,1,10,0.8333333333333334
2024-05-20,27,2,25,0.8620689655172413
2024-05-21,29,3,26,0.8125
2024-05-22,20,3,17,0.7391304347826086
2024-05-23,29,5,24,0.7058823529411765
2024-05-24,13,7,6,0.3
2024-05-25,11,3,8,0.5714285714285714
2024-05-26,8,1,7,0.7777777777777778
2024-05-27,28,1,27,0.9310344827586207
2024-05-28,13,4,9,0.5294117647058824
2024-05-29,29,1,28,0.9333333333333333
2024-05-30,19,2,17,0.8095238095238095
2024-05-31,21,5,16,0.6153846153846154
2024-06-01,5,5,0,0.0
2024-06-02,15,3,12,0.6666666666666666
2024-06-03,16,4,12,0.6
2024-06-04,31,3,28,0.8235294117647058
2024-06-05,31,3,28,0.8235294117647058
2024-06-06,20,7,13,0.48148148148148145
2024-06-07,22,6,16,0.5714285714285714
2024-06-08,8,4,4,0.3333333333333333
2024-06-09,6,0,6,1.0
2024-06-10,20,6,14,0.5384615384615384
2024-06-11,20,6,14,0.5384615384615384
2024-06-12,25,6,19,0.6129032258064516
2024-06-13,10,9,1,0.05263157894736842
2024-06-14,19,17,2,0.05555555555555555
2024-06-15,14,5,9,0.47368421052631576
2024-06-16,18,3,15,0.7142857142857143
2024-06-17,19,10,9,0.3103448275862069
2024-06-18,24,22,2,0.043478260869565216
2024-06-19,26,6,20,0.625
2024-06-20,30,9,21,0.5384615384615384
2024-06-21,27,10,17,0.4594594594594595
2024-06-22,15,7,8,0.36363636363636365
2024-06-23,7,3,4,0.4
2024-06-24,29,21,8,0.16
2024-06-25,31,16,15,0.3191489361702128
2024-06-26,24,11,13,0.37142857142857144
2024-06-27,25,10,15,0.42857142857142855
2024-06-28,26,12,14,0.3684210526315789
2024-06-29,22,2,20,0.8333333333333334
2024-06-30,8,2,6,0.6
2024-07-01,27,9,18,0.5
2024-07-02,28,8,20,0.5555555555555556
2024-07-03,31,16,15,0.3191489361702128
2024-07-04,29,19,10,0.20833333333333334
2024-07-05,38,37,1,0.013333333333333334
2024-07-06,22,13,9,0.2571428571428571
2024-07-07,15,3,12,0.6666666666666666
2024-07-08,35,24,11,0.1864406779661017
2024-07-09,39,11,28,0.56
2024-07-10,74,10,64,0.7619047619047619
2024-07-11,98,42,56,0.4
2024-07-12,44,21,23,0.35384615384615387
2024-07-13,10,3,7,0.5384615384615384
2024-07-14,12,0,12,1.0
2024-07-15,13,3,10,0.625
2024-07-16,32,3,29,0.8285714285714286
2024-07-17,22,7,15,0.5172413793103449
2024-07-18,21,7,14,0.5
2024-07-19,17,6,11,0.4782608695652174
2024-07-20,13,3,10,0.625
2024-07-21,10,2,8,0.6666666666666666
2024-07-22,17,3,14,0.7
2024-07-23,27,8,19,0.5428571428571428
2024-07-24,26,8,18,0.5294117647058824
2024-07-25,18,8,10,0.38461538461538464
2024-07-26,24,3,21,0.7777777777777778
2024-07-27,19,1,18,0.9
2024-07-28,12,0,12,1.0
2024-07-29,20,3,17,0.7391304347826086
2024-07-30,16,7,9,0.391304347826087
2024-07-31,13,6,7,0.3684210526315789
2024-08-01,13,11,2,0.08333333333333333
2024-08-02,16,9,7,0.28
2024-08-03,2,0,2,1.0
2024-08-04,6,5,1,0.09090909090909091
2024-08-05,9,14,-5,-0.21739130434782608
2024-08-06,20,6,14,0.5384615384615384
